run_id,round,m_selected,m_committed,dropout_rate,global_model_norm,co2_committed_g,co2_dropped_g,co2_total_g,t_round_start,t_deadline
20260214_153549,2,9,9,0.0,0.3998934328556061,0.0028610313845615757,0.0,0.0028610313845615757,25.0,50.0
20260214_153549,3,10,10,0.0,0.4863453209400177,0.003183096360221663,0.0,0.003183096360221663,50.0,75.0
20260214_153549,4,10,10,0.0,0.5254533290863037,0.0030342450874010947,0.0,0.0030342450874010947,75.0,100.0
20260214_153549,5,10,10,0.0,0.5409421920776367,0.0030135050234624374,0.0,0.0030135050234624374,100.0,125.0
20260214_153549,6,10,10,0.0,0.5469045639038086,0.003127334242266003,0.0,0.003127334242266003,125.0,150.0
20260214_153549,7,10,10,0.0,0.5491809248924255,0.0032282248172614157,0.0,0.0032282248172614157,150.0,175.0
20260214_153549,8,10,10,0.0,0.5500479340553284,0.0033962705553216453,0.0,0.0033962705553216453,175.0,200.0
20260214_153549,9,10,10,0.0,0.5503779649734497,0.003449583819464303,0.0,0.003449583819464303,200.0,225.0
20260214_153549,10,10,10,0.0,0.550503671169281,0.003805691224606981,0.0,0.003805691224606981,225.0,250.0
